canonical_organism,canonical_drug,drug_class,iso3_country,parsed_year,specimen_source,n_isolates_in_stratum,n_tested,n_susceptible,n_intermediate,n_resistant,coverage_t_over_n,tier1_bound_lower,tier1_bound_upper,tier1_width,tier2_bound_upper_assumes_monotonicity,low_n_flag,version,date_added
Candida glabrata,Fluconazole,Triazole,SWE,2019,Sputum,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,SWE,2019,Upper Respiratory Tract,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,SWE,2019,Urine/Urinary tract,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,SWE,2020,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,SWE,2020,Sputum,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,SWE,2020,Tracheal aspirate,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,SWE,2020,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,SWE,2022,Abscess (pus),1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,SWE,2022,Sputum,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,SWE,2022,Unknown,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,SWE,2024,Abscess (pus),1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,SWE,2024,Aspirate,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,SWE,2024,Blood culture,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,SWE,2024,Ureteral catheter,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2011,Blood culture,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2012,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2013,Blood culture,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2014,Unknown,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2016,Blood culture,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2017,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2018,Unknown,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2019,Abscess (pus),1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2019,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2020,Blood culture,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2020,Tissue,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2021,Blood culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2021,Bronchoalveolar lavage/wash,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2022,GI tract/bowel,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2023,Bronchoalveolar lavage/wash,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2023,Wound/Drainage/Ulcer,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,THA,2024,Bronchoalveolar lavage/wash,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2012,Blood culture,9,9,0,9,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2012,Unknown,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2013,Blood culture,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2014,Blood culture,5,5,0,3,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2014,Bronchoalveolar lavage/wash,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2014,Genital tract,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2014,Urine/Urinary tract,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2014,Wound/Drainage/Ulcer,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2015,Blood culture,7,7,0,5,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2016,Blood culture,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2016,Genital tract,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2016,Urine/Urinary tract,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2017,Blood culture,3,3,0,2,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2017,Bronchoalveolar lavage/wash,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2017,Genital tract,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2017,Urine/Urinary tract,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2017,Wound/Drainage/Ulcer,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2018,Blood culture,7,7,0,7,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2018,Urine/Urinary tract,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2019,Blood culture,7,7,0,7,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2019,Plueral fluid,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2019,Urine/Urinary tract,6,6,0,6,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2020,Blood culture,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2020,Plueral fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2021,Blood culture,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2022,Blood culture,6,6,0,6,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2022,Plueral fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2022,Unknown,9,9,0,9,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2023,Blood culture,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2023,Intravenous/IV Line,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2023,Tracheal aspirate,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2023,Ureteral catheter,8,8,0,8,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2023,Wound/Drainage/Ulcer,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2024,Blood culture,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2024,Bronchoalveolar lavage/wash,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2024,Intravenous/IV Line,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2024,Tracheal aspirate,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TUR,2024,Ureteral catheter,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TWN,2019,Blood culture,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TWN,2020,Blood culture,5,5,0,4,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TWN,2021,Blood culture,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TWN,2022,Blood culture,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,TWN,2023,Blood culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2010,Abscess (pus),5,5,0,4,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2010,Ascitic fluid,5,5,0,4,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2010,Bile,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2010,Blood culture,123,123,0,110,13,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2010,Bone/Joint culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2010,Bronchoalveolar lavage/wash,9,9,0,9,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2010,Catheter tip,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2010,Invasive pulmonary,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2010,Other,4,4,0,3,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2010,Peritoneal fluid,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2010,Plueral fluid,4,4,0,3,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2010,Tissue,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2010,Unknown,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2011,Abscess (pus),1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2011,Ascitic fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2011,Blood culture,88,88,0,79,9,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2011,Bronchoalveolar lavage/wash,6,6,0,6,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2011,Catheter tip,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2011,Invasive pulmonary,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2011,Other,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2011,Peritoneal fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2011,Tissue,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2011,Unknown,12,12,0,10,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2012,Ascitic fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2012,Blood culture,67,67,0,54,13,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2012,Bronchoalveolar lavage/wash,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2012,Other,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2012,Plueral fluid,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2012,Sputum,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2012,Tissue,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2012,Unknown,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2013,Abscess (pus),1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2013,Blood culture,63,63,0,54,9,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2013,Bronchoalveolar lavage/wash,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2013,Other,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2013,Peritoneal fluid,5,5,0,3,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2013,Sputum,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2014,Blood culture,50,50,0,39,11,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2014,Catheter,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2014,Unknown,10,10,0,9,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2015,Aspirate,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2015,Blood culture,68,68,0,62,6,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2015,Bronchoalveolar lavage/wash,5,5,0,4,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2015,GI tract/bowel,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2015,Peritoneal fluid,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2015,Plueral fluid,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2015,Sputum,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2015,Unknown,3,3,0,2,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2016,Blood culture,87,87,0,79,8,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2016,Bone/Joint culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2016,Bronchoalveolar lavage/wash,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2016,GI tract/bowel,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2016,Intravenous/IV Line,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2016,Other,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2016,Peritoneal fluid,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2016,Unknown,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2016,Wound/Drainage/Ulcer,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2017,Abscess (pus),2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2017,Blood culture,67,67,0,54,13,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2017,Tissue,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2017,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2018,Abscess (pus),1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2018,Aspirate,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2018,Blood culture,47,47,0,43,4,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2018,Bronchoalveolar lavage/wash,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2018,GI tract/bowel,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2018,Genital tract,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2018,Other,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2018,Peritoneal fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2018,Plueral fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2018,Urine/Urinary tract,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2019,Abscess (pus),5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2019,Blood culture,126,126,0,117,9,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Candida glabrata,Fluconazole,Triazole,USA,2019,Bone/Joint culture,3,3,0,2,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
