canonical_organism,canonical_drug,drug_class,iso3_country,parsed_year,specimen_source,n_isolates_in_stratum,n_tested,n_susceptible,n_intermediate,n_resistant,coverage_t_over_n,tier1_bound_lower,tier1_bound_upper,tier1_width,tier2_bound_upper_assumes_monotonicity,low_n_flag,version,date_added
Aspergillus fumigatus,Voriconazole,Triazole,USA,2021,Bronchoalveolar lavage/wash,15,15,11,3,1,1.0,0.7333333333333333,0.7333333333333333,0.0,0.7333333333333333,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2021,Peritoneal fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2021,Sputum,9,9,5,3,1,1.0,0.5555555555555556,0.5555555555555556,0.0,0.5555555555555556,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2021,Tracheal aspirate,10,10,9,1,0,1.0,0.9,0.9,0.0,0.9,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2021,Unknown,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2021,Wound/Drainage/Ulcer,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2022,Bronchoalveolar lavage/wash,13,13,11,2,0,1.0,0.8461538461538461,0.8461538461538461,0.0,0.8461538461538461,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2022,"Ears,nose,throat",3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2022,Invasive pulmonary,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2022,Other,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2022,Sinus,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2022,Sputum,10,10,9,0,1,1.0,0.9,0.9,0.0,0.9,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2022,Tracheal aspirate,6,6,5,1,0,1.0,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2022,Wound/Drainage/Ulcer,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2023,Bronchoalveolar lavage/wash,13,13,13,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2023,"Ears,nose,throat",1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2023,GI tract/bowel,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2023,Invasive pulmonary,7,7,6,1,0,1.0,0.8571428571428571,0.8571428571428571,0.0,0.8571428571428571,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2023,Lower Respiratory Tract,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2023,Other,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2023,Sputum,8,8,5,2,1,1.0,0.625,0.625,0.0,0.625,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2023,Tissue,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2023,Unknown,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2024,Abscess (pus),1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2024,Bone/Joint culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2024,Bronchoalveolar lavage/wash,15,15,13,2,0,1.0,0.8666666666666667,0.8666666666666667,0.0,0.8666666666666667,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2024,Sinus,3,3,2,1,0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2024,Sputum,21,21,19,2,0,1.0,0.9047619047619048,0.9047619047619048,0.0,0.9047619047619048,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2024,Tissue,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2024,Tracheal aspirate,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2024,Unknown,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Voriconazole,Triazole,USA,2024,Wound/Drainage/Ulcer,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2010,Blood culture,7,7,7,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2010,Bronchoalveolar lavage/wash,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2010,Invasive pulmonary,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2010,Sputum,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2011,Blood culture,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2011,Sputum,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2012,Blood culture,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2012,Bronchoalveolar lavage/wash,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2012,Plueral fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2012,Unknown,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2013,Blood culture,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2013,Cerebrospinal fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2013,Urine/Urinary tract,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2015,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2016,Blood culture,6,6,6,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2016,Peritoneal fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2016,Urine/Urinary tract,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2016,Wound/Drainage/Ulcer,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2017,Abscess (pus),1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2017,Aspirate,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2017,Blood culture,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2017,Bone/Joint culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2017,"Ears,nose,throat",3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2017,Tissue,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2017,Urine/Urinary tract,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2017,Wound/Drainage/Ulcer,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2018,Abscess (pus),2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2018,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2018,"Ears,nose,throat",3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2018,GI tract/bowel,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2018,Peritoneal fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2018,Tracheal aspirate,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2018,Urine/Urinary tract,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2018,Wound/Drainage/Ulcer,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2019,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2019,Bronchoalveolar lavage/wash,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2019,GI tract/bowel,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2019,Tissue,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2019,Tracheal aspirate,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2019,Wound/Drainage/Ulcer,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2020,Blood culture,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2020,Bronchoalveolar lavage/wash,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2020,Plueral fluid,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2020,Tracheal aspirate,6,6,6,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2020,Ureteral catheter,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2021,Blood culture,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2021,Bronchoalveolar lavage/wash,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2021,Peritoneal fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2021,Sputum,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2021,Tracheal aspirate,10,10,10,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2021,Wound/Drainage/Ulcer,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2022,Abscess (pus),1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2022,Blood culture,10,10,10,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2022,Sputum,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2022,Tracheal aspirate,8,8,8,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2023,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2023,Bronchoalveolar lavage/wash,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2023,Sputum,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2023,Tracheal aspirate,8,8,8,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2024,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2024,Sputum,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,ARG,2024,Tracheal aspirate,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2011,Unknown,38,38,38,0,0,1.0,1.0,1.0,0.0,1.0,False,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2012,Aspirate,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2012,Blood culture,28,28,28,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2012,Unknown,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2013,Blood culture,27,27,27,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2013,Bronchoalveolar lavage/wash,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2013,Tissue,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2014,Blood culture,18,18,18,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2014,Bronchoalveolar lavage/wash,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2014,Sputum,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2015,Blood culture,13,13,13,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2015,Bronchoalveolar lavage/wash,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2015,Other,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2015,Sputum,11,11,11,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2015,Tracheal aspirate,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2015,Wound/Drainage/Ulcer,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2016,Blood culture,11,11,11,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2016,Bronchoalveolar lavage/wash,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2016,Cerebrospinal fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2016,GI tract/bowel,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2016,Peritoneal fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2016,Plueral fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2016,Sputum,6,6,6,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2016,Tracheal aspirate,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2016,Unknown,7,7,7,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2017,Blood culture,10,10,10,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2017,Bone/Joint culture,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2017,Bronchoalveolar lavage/wash,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2017,Genital tract,10,10,10,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2017,Sputum,10,10,10,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2017,Wound/Drainage/Ulcer,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2018,Blood culture,9,9,9,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2018,Bronchoalveolar lavage/wash,10,10,10,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2018,Eye/conjunctiva,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2018,Genital tract,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2018,Plueral fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2018,Sputum,9,9,9,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2018,Tracheal aspirate,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2018,Urine/Urinary tract,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2019,Abscess (pus),1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2019,Blood culture,7,7,7,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2019,Bone/Joint culture,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2019,Bronchoalveolar lavage/wash,7,7,7,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2019,GI tract/bowel,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2019,Peritoneal fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2019,Plueral fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2019,Sputum,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2019,Unknown,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2019,Wound/Drainage/Ulcer,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2020,Abscess (pus),2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2020,Blood culture,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2020,Bronchoalveolar lavage/wash,6,6,6,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2020,Cerebrospinal fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2020,Genital tract,6,6,6,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2020,Plueral fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2020,Sputum,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2020,Tracheal aspirate,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2020,Ureteral catheter,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2020,Wound/Drainage/Ulcer,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2021,Blood culture,8,8,8,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2021,Bone/Joint culture,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2021,Bronchoalveolar lavage/wash,7,7,7,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2021,"Ears,nose,throat",1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2021,Genital tract,9,9,9,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2021,Other,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2021,Peritoneal fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2021,Sputum,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2021,Tissue,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2021,Tracheal aspirate,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2021,Urine/Urinary tract,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2021,Wound/Drainage/Ulcer,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2022,Aspirate,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2022,Blood culture,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2022,Bone/Joint culture,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2022,Bronchoalveolar lavage/wash,9,9,9,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2022,Cerebrospinal fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Anidulafungin,Echinocandin,AUS,2022,Genital tract,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
