canonical_organism,canonical_drug,drug_class,dosing_variant,iso3_country,parsed_year,body_site,n_isolates_in_stratum,n_tested,n_resistant,n_intermediate,n_susceptible,coverage_t_over_n,tier1_bound_lower,tier1_bound_upper,tier1_width,tier2_bound_upper_assumes_monotonicity,low_n_flag,version,date_added
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CRI,2016,Respiratory: Bronchoalveolar lavage,7,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CRI,2016,Respiratory: Sputum,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CRI,2017,CVS: Blood,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CRI,2017,HEENT: Middle ear,4,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CRI,2017,Respiratory: Bronchoalveolar lavage,29,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CRI,2017,Respiratory: Sinuses,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CRI,2017,Respiratory: Sputum,4,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CRI,2017,Respiratory: Transtracheal aspirate,4,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CZE,2014,CVS: Blood,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CZE,2014,HEENT: Middle ear,3,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CZE,2014,Respiratory: Bronchoalveolar lavage,4,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CZE,2014,Respiratory: Endotracheal aspirate,3,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CZE,2014,Respiratory: Sinuses,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CZE,2014,Respiratory: Sputum,8,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CZE,2015,CVS: Blood,32,0,0,0,0,0.0,0.0,1.0,1.0,,False,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CZE,2015,HEENT: Middle ear,21,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CZE,2015,Respiratory: Bronchoalveolar lavage,9,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CZE,2015,Respiratory: Endotracheal aspirate,20,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CZE,2015,Respiratory: Sinuses,17,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,CZE,2015,Respiratory: Sputum,77,0,0,0,0,0.0,0.0,1.0,1.0,,False,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2018,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2018,Respiratory: Sputum,5,5,0,0,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2019,HEENT: Middle ear,5,5,0,0,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2019,Respiratory: Bronchoalveolar lavage,5,5,0,0,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2019,Respiratory: Endotracheal aspirate,11,11,0,0,11,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2019,Respiratory: Other,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2019,Respiratory: Sputum,61,61,0,0,61,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2020,CVS: Blood,7,7,0,0,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2020,HEENT: Middle ear,9,9,0,0,9,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2020,Respiratory: Bronchoalveolar lavage,13,13,1,0,12,1.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2020,Respiratory: Endotracheal aspirate,9,9,0,0,9,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2020,Respiratory: Other,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2020,Respiratory: Sinuses,16,16,1,0,15,1.0,0.0625,0.0625,0.0,0.0625,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2020,Respiratory: Sputum,76,76,0,0,76,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2020,Unknown,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2021,CVS: Blood,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2021,Respiratory: Bronchoalveolar lavage,6,6,1,0,5,1.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2021,Respiratory: Endotracheal aspirate,15,15,1,0,14,1.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2021,Respiratory: Sinuses,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ESP,2021,Respiratory: Sputum,28,28,1,0,27,1.0,0.03571428571428571,0.03571428571428571,0.0,0.03571428571428571,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,GRC,2014,Respiratory: Bronchoalveolar lavage,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,GRC,2014,Respiratory: Sputum,20,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,GRC,2015,Respiratory: Bronchoalveolar lavage,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,GRC,2015,Respiratory: Sputum,29,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,HRV,2014,HEENT: Middle ear,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,HRV,2014,Respiratory: Bronchoalveolar lavage,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,HRV,2014,Respiratory: Endotracheal aspirate,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,HRV,2014,Respiratory: Other,7,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,HRV,2015,HEENT: Middle ear,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,HRV,2015,Respiratory: Bronchoalveolar lavage,27,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,HRV,2015,Respiratory: Endotracheal aspirate,8,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,HRV,2015,Respiratory: Other,27,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,HRV,2015,Respiratory: Sputum,24,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,IND,2018,Respiratory: Sputum,4,4,0,0,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,IND,2020,Respiratory: Bronchoalveolar lavage,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,IND,2020,Respiratory: Endotracheal aspirate,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,IND,2020,Respiratory: Other,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,IND,2020,Respiratory: Sputum,30,30,6,0,24,1.0,0.2,0.2,0.0,0.2,False,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,IND,2021,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,IND,2021,Respiratory: Bronchoalveolar lavage,7,7,0,0,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,IND,2021,Respiratory: Endotracheal aspirate,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,IND,2021,Respiratory: Sputum,124,124,24,0,100,1.0,0.1935483870967742,0.1935483870967742,0.0,0.1935483870967742,False,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,IND,2021,Unknown,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2018,Respiratory: Other,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2019,CVS: Blood,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2019,Respiratory: Bronchoalveolar lavage,23,23,0,0,23,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2019,Respiratory: Endotracheal aspirate,6,6,0,0,6,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2019,Respiratory: Other,13,13,1,0,12,1.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2019,Respiratory: Sputum,12,12,0,0,12,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2019,Unknown,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2020,CVS: Blood,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2020,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2020,Respiratory: Bronchoalveolar lavage,46,46,1,0,45,1.0,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,False,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2020,Respiratory: Endotracheal aspirate,9,9,0,0,9,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2020,Respiratory: Other,17,17,1,0,16,1.0,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2020,Respiratory: Sinuses,4,4,0,0,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2020,Respiratory: Sputum,23,23,0,0,23,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2020,Unknown,16,16,0,0,16,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2021,CVS: Blood,7,7,0,0,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2021,Respiratory: Bronchoalveolar lavage,26,26,3,0,23,1.0,0.11538461538461539,0.11538461538461539,0.0,0.11538461538461539,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2021,Respiratory: Endotracheal aspirate,13,13,0,0,13,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2021,Respiratory: Other,10,10,0,0,10,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2021,Respiratory: Sputum,7,7,0,0,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ITA,2021,Unknown,6,6,0,0,6,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,KHM,2016,CVS: Blood,5,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,KHM,2016,Respiratory: Sputum,20,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,KHM,2017,Respiratory: Sputum,5,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,KWT,2017,HEENT: Middle ear,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,KWT,2017,Respiratory: Transtracheal aspirate,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,KWT,2018,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,KWT,2019,CVS: Blood,5,5,0,0,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,KWT,2019,HEENT: Middle ear,13,13,1,0,12,1.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,KWT,2019,Respiratory: Bronchoalveolar lavage,4,4,0,0,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,KWT,2019,Respiratory: Endotracheal aspirate,18,18,2,0,16,1.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,KWT,2019,Respiratory: Other,3,3,1,0,2,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,KWT,2019,Respiratory: Sputum,27,27,0,0,27,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,KWT,2020,Respiratory: Endotracheal aspirate,5,5,0,0,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,KWT,2020,Respiratory: Sputum,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,MAR,2016,Respiratory: Transtracheal aspirate,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,MAR,2017,Respiratory: Sputum,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,MAR,2017,Respiratory: Transtracheal aspirate,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2016,HEENT: Middle ear,3,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2016,Respiratory: Bronchoalveolar lavage,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2016,Respiratory: Sinuses,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2016,Respiratory: Sputum,86,0,0,0,0,0.0,0.0,1.0,1.0,,False,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2016,Respiratory: Transtracheal aspirate,5,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2017,HEENT: Middle ear,3,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2017,Respiratory: Bronchoalveolar lavage,3,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2017,Respiratory: Sputum,18,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2018,Respiratory: Sputum,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2020,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2020,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2020,Respiratory: Bronchoalveolar lavage,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2020,Respiratory: Other,4,4,0,0,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2020,Respiratory: Sputum,14,14,0,0,14,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2021,Respiratory: Bronchoalveolar lavage,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2021,Respiratory: Endotracheal aspirate,3,3,1,0,2,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2021,Respiratory: Other,10,10,1,0,9,1.0,0.1,0.1,0.0,0.1,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PAK,2021,Respiratory: Sputum,27,27,1,0,26,1.0,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PHL,2016,HEENT: Middle ear,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PHL,2016,Respiratory: Sputum,32,0,0,0,0,0.0,0.0,1.0,1.0,,False,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PHL,2016,Respiratory: Transtracheal aspirate,4,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PHL,2017,HEENT: Middle ear,3,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PHL,2017,Respiratory: Sputum,15,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,PHL,2017,Respiratory: Transtracheal aspirate,4,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ROU,2015,HEENT: Middle ear,7,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ROU,2015,Respiratory: Endotracheal aspirate,47,0,0,0,0,0.0,0.0,1.0,1.0,,False,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ROU,2015,Respiratory: Other,41,0,0,0,0,0.0,0.0,1.0,1.0,,False,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ROU,2015,Respiratory: Sinuses,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ROU,2015,Respiratory: Sputum,20,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ROU,2016,HEENT: Middle ear,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ROU,2016,Respiratory: Endotracheal aspirate,12,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,ROU,2016,Respiratory: Sputum,12,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,RUS,2014,Respiratory: Bronchoalveolar lavage,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,RUS,2014,Respiratory: Sinuses,14,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,RUS,2014,Respiratory: Sputum,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,RUS,2015,CVS: Blood,3,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,RUS,2015,HEENT: Middle ear,5,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,RUS,2015,Respiratory: Bronchoalveolar lavage,12,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,RUS,2015,Respiratory: Endotracheal aspirate,7,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,RUS,2015,Respiratory: Other,8,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,RUS,2015,Respiratory: Sinuses,80,0,0,0,0,0.0,0.0,1.0,1.0,,False,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,RUS,2015,Respiratory: Sputum,115,0,0,0,0,0.0,0.0,1.0,1.0,,False,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,RUS,2016,CVS: Blood,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,RUS,2016,HEENT: Middle ear,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Haemophilus influenzae,ceftibuten,Cephalosporin (3rd generation),,RUS,2016,Respiratory: Other,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
