canonical_organism,canonical_drug,drug_class,dosing_variant,iso3_country,parsed_year,body_site,n_isolates_in_stratum,n_tested,n_resistant,n_intermediate,n_susceptible,coverage_t_over_n,tier1_bound_lower,tier1_bound_upper,tier1_width,tier2_bound_upper_assumes_monotonicity,low_n_flag,version,date_added
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,CZE,2015,HEENT: Middle ear,8,8,0,0,8,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,CZE,2015,Respiratory: Bronchoalveolar lavage,24,24,0,2,22,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,CZE,2015,Respiratory: Endotracheal aspirate,9,9,0,1,8,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,CZE,2015,Respiratory: Sinuses,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,CZE,2015,Respiratory: Sputum,30,30,0,2,28,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2018,CVS: Blood,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2018,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2019,CVS: Blood,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2019,Respiratory: Bronchoalveolar lavage,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2019,Respiratory: Endotracheal aspirate,4,4,0,0,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2019,Respiratory: Other,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2019,Respiratory: Sputum,32,32,0,4,28,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2020,CVS: Blood,14,14,0,0,14,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2020,HEENT: Middle ear,6,6,0,0,6,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2020,Respiratory: Bronchoalveolar lavage,3,3,0,1,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2020,Respiratory: Endotracheal aspirate,10,10,0,1,9,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2020,Respiratory: Other,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2020,Respiratory: Sinuses,7,7,0,1,6,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2020,Respiratory: Sputum,59,59,0,7,52,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2020,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2021,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2021,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2021,Respiratory: Bronchoalveolar lavage,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2021,Respiratory: Endotracheal aspirate,4,4,0,0,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2021,Respiratory: Other,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2021,Respiratory: Sinuses,6,6,0,1,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2021,Respiratory: Sputum,11,11,0,3,8,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ESP,2021,Unknown,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,GHA,2017,Respiratory: Sputum,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,GRC,2014,CVS: Blood,3,3,0,1,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,GRC,2014,HEENT: Middle ear,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,GRC,2014,Respiratory: Bronchoalveolar lavage,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,GRC,2014,Respiratory: Sputum,19,19,0,4,15,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,GRC,2015,CVS: Blood,9,9,0,5,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,GRC,2015,HEENT: Middle ear,5,5,0,2,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,GRC,2015,Respiratory: Bronchoalveolar lavage,4,4,0,1,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,GRC,2015,Respiratory: Sputum,53,53,0,16,37,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,GRC,2016,Respiratory: Sputum,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,HRV,2014,CVS: Blood,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,HRV,2014,Respiratory: Bronchoalveolar lavage,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,HRV,2014,Respiratory: Endotracheal aspirate,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,HRV,2014,Respiratory: Other,13,13,0,4,9,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,HRV,2014,Respiratory: Sinuses,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,HRV,2014,Respiratory: Sputum,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,HRV,2015,CVS: Blood,4,4,0,1,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,HRV,2015,Respiratory: Bronchoalveolar lavage,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,HRV,2015,Respiratory: Endotracheal aspirate,15,15,1,6,8,1.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,HRV,2015,Respiratory: Other,52,52,0,15,37,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,HRV,2015,Respiratory: Sputum,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,HRV,2016,Respiratory: Other,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,IND,2018,Respiratory: Bronchoalveolar lavage,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,IND,2018,Respiratory: Sputum,25,25,0,8,17,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,IND,2020,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,IND,2020,Respiratory: Bronchoalveolar lavage,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,IND,2020,Respiratory: Other,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,IND,2020,Respiratory: Sputum,8,8,0,2,6,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,IND,2021,CVS: Blood,18,18,0,6,12,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,IND,2021,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,IND,2021,Respiratory: Bronchoalveolar lavage,5,5,0,1,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,IND,2021,Respiratory: Other,5,5,0,2,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,IND,2021,Respiratory: Sputum,109,109,0,37,72,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,IND,2021,Unknown,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2019,CVS: Blood,8,8,0,1,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2019,Respiratory: Bronchoalveolar lavage,4,4,0,1,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2019,Respiratory: Sputum,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2019,Unknown,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2020,CVS: Blood,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2020,Respiratory: Bronchoalveolar lavage,8,8,0,3,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2020,Respiratory: Endotracheal aspirate,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2020,Respiratory: Other,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2020,Respiratory: Sinuses,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2020,Respiratory: Sputum,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2020,Unknown,6,6,0,0,6,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2021,CVS: Blood,11,11,0,0,11,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2021,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2021,Respiratory: Bronchoalveolar lavage,13,13,1,4,8,1.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2021,Respiratory: Endotracheal aspirate,6,6,0,1,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2021,Respiratory: Other,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2021,Respiratory: Sputum,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,ITA,2021,Unknown,6,6,1,1,4,1.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KEN,2016,Bodily Fluids: Pleural,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KEN,2016,CVS: Blood,6,6,0,0,6,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KEN,2016,Respiratory: Sputum,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KEN,2016,Respiratory: Transtracheal aspirate,3,3,0,2,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KEN,2017,CVS: Blood,4,4,0,2,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KEN,2017,Respiratory: Bronchoalveolar lavage,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KEN,2017,Respiratory: Sputum,13,13,0,6,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KEN,2017,Respiratory: Transtracheal aspirate,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KEN,2018,Bodily Fluids: Pleural,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KEN,2018,CVS: Blood,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KEN,2018,Respiratory: Sputum,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KEN,2018,Respiratory: Transtracheal aspirate,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KHM,2016,CVS: Blood,22,22,0,4,18,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KHM,2016,Respiratory: Sinuses,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KHM,2016,Respiratory: Sputum,18,18,0,3,15,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KHM,2017,CVS: Blood,6,6,0,3,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KHM,2017,Respiratory: Sputum,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2015,CVS: Blood,4,4,0,1,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2015,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2015,Respiratory: Sinuses,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2015,Respiratory: Sputum,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2015,Respiratory: Transtracheal aspirate,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2016,CVS: Blood,13,13,0,4,9,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2016,HEENT: Middle ear,7,7,0,3,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2016,Respiratory: Bronchoalveolar lavage,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2016,Respiratory: Sinuses,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2016,Respiratory: Sputum,10,10,0,3,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2016,Respiratory: Transtracheal aspirate,11,11,0,2,9,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2017,CVS: Blood,12,12,0,0,12,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2017,HEENT: Middle ear,5,5,0,1,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2017,Respiratory: Bronchoalveolar lavage,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2017,Respiratory: Sputum,4,4,0,1,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2017,Respiratory: Transtracheal aspirate,6,6,0,0,6,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2019,CVS: Blood,10,10,0,4,6,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2019,HEENT: Middle ear,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2019,Respiratory: Endotracheal aspirate,9,9,0,5,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2019,Respiratory: Other,6,6,0,1,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2019,Respiratory: Sinuses,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2019,Respiratory: Sputum,14,14,2,3,9,1.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2020,CVS: Blood,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2020,HEENT: Middle ear,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2020,Respiratory: Endotracheal aspirate,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,KWT,2021,CVS: Blood,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,LBN,2016,CVS: Blood,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,LBN,2016,Respiratory: Sputum,7,7,0,0,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,LBN,2016,Respiratory: Transtracheal aspirate,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,LBN,2017,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,LBN,2017,Respiratory: Sputum,10,10,0,0,10,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,MAR,2016,Respiratory: Sputum,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,MAR,2016,Respiratory: Transtracheal aspirate,10,10,0,1,9,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,MAR,2017,Respiratory: Bronchoalveolar lavage,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,MAR,2017,Respiratory: Sputum,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,MAR,2017,Respiratory: Transtracheal aspirate,5,5,0,0,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,NGA,2016,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,NGA,2017,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,NGA,2017,Respiratory: Sputum,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,PAK,2016,CVS: Blood,6,6,0,0,6,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,PAK,2016,HEENT: Middle ear,6,6,0,0,6,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,PAK,2016,Respiratory: Bronchoalveolar lavage,5,5,0,0,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,PAK,2016,Respiratory: Sinuses,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,PAK,2016,Respiratory: Sputum,45,45,0,2,43,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Streptococcus pneumoniae,ceftriaxone,Cephalosporin (3rd generation),,PAK,2016,Respiratory: Transtracheal aspirate,9,9,0,0,9,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
